,_id,date,user,url,followersCount,friendsCount,favouritesCount,mediaCount
14,6404b87340df800e34a87fa3,2023-01-10 09:05:11,Vijay,https://twitter.com/Vijay/status/1612737307001630720,17754,4244,644,115
15,6404b87340df800e34a87fa4,2023-01-10 07:58:38,Vijay,https://twitter.com/Vijay/status/1612720556297842689,17754,4244,644,115
16,6404b87340df800e34a87fa5,2023-01-08 09:37:46,Vijay,https://twitter.com/Vijay/status/1612020730115551232,17754,4244,644,115
17,6404b87340df800e34a87fa6,2023-01-08 09:36:46,Vijay,https://twitter.com/Vijay/status/1612020477677166594,17754,4244,644,115
18,6404b87340df800e34a87fa7,2023-01-07 19:03:34,Vijay,https://twitter.com/Vijay/status/1611800731585220609,17754,4244,644,115
19,6404b87340df800e34a87fa8,2023-01-07 18:49:57,Vijay,https://twitter.com/Vijay/status/1611797301563109377,17754,4244,644,115
20,6404b87940df800e34a87fa9,2023-01-07 18:49:30,Vijay,https://twitter.com/Vijay/status/1611797189143171073,17754,4244,644,115
21,6404b87940df800e34a87faa,2023-01-07 18:49:03,Vijay,https://twitter.com/Vijay/status/1611797077910253568,17754,4244,644,115
22,6404b87940df800e34a87fab,2023-01-07 18:48:47,Vijay,https://twitter.com/Vijay/status/1611797011384401921,17754,4244,644,115
23,6404b87940df800e34a87fac,2023-01-07 18:48:31,Vijay,https://twitter.com/Vijay/status/1611796941410795520,17754,4244,644,115
24,6404b87940df800e34a87fad,2023-01-07 09:14:41,Vijay,https://twitter.com/Vijay/status/1611652533822558208,17754,4244,644,115
25,6404b87940df800e34a87fae,2023-01-07 08:31:15,Vijay,https://twitter.com/Vijay/status/1611641603835441154,17754,4244,644,115
26,6404b87940df800e34a87faf,2023-01-06 07:47:04,Vijay,https://twitter.com/Vijay/status/1611268096907698176,17754,4244,644,115
27,6404b87940df800e34a87fb0,2023-01-06 04:14:12,Vijay,https://twitter.com/Vijay/status/1611214523930939392,17754,4244,644,115
28,6404b87940df800e34a87fb1,2023-01-05 15:51:11,Vijay,https://twitter.com/Vijay/status/1611027540122173440,17754,4244,644,115
29,6404b87940df800e34a87fb2,2023-01-04 11:38:16,Vijay,https://twitter.com/Vijay/status/1610601501902393344,17754,4244,644,115
30,6404b87940df800e34a87fb3,2023-01-04 11:36:38,Vijay,https://twitter.com/Vijay/status/1610601092353777664,17754,4244,644,115
31,6404b87940df800e34a87fb4,2023-01-04 11:36:13,Vijay,https://twitter.com/Vijay/status/1610600986665684997,17754,4244,644,115
32,6404b87940df800e34a87fb5,2023-01-04 11:35:45,Vijay,https://twitter.com/Vijay/status/1610600870777094144,17754,4244,644,115
33,6404b87940df800e34a87fb6,2023-01-04 11:34:10,Vijay,https://twitter.com/Vijay/status/1610600473291292672,17754,4244,644,115
34,6404b87940df800e34a87fb7,2023-01-04 07:53:15,Vijay,https://twitter.com/Vijay/status/1610544876642537473,17754,4244,644,115
35,6404b87940df800e34a87fb8,2023-01-04 03:54:56,Vijay,https://twitter.com/Vijay/status/1610484903241736192,17754,4244,644,115
36,6404b87940df800e34a87fb9,2023-01-04 03:50:44,Vijay,https://twitter.com/Vijay/status/1610483842355458048,17754,4244,644,115
37,6404b87940df800e34a87fba,2023-01-04 03:40:18,Vijay,https://twitter.com/Vijay/status/1610481218377887751,17754,4244,644,115
38,6404b87940df800e34a87fbb,2023-01-03 19:29:13,Vijay,https://twitter.com/Vijay/status/1610357633856462848,17754,4244,644,115
39,6404b87940df800e34a87fbc,2023-01-03 19:26:46,Vijay,https://twitter.com/Vijay/status/1610357017256038400,17754,4244,644,115
40,6404b87a40df800e34a87fbd,2023-01-03 19:20:53,Vijay,https://twitter.com/Vijay/status/1610355537543335937,17754,4244,644,115
41,6404b87a40df800e34a87fbe,2023-01-03 08:15:38,Vijay,https://twitter.com/Vijay/status/1610188120385024000,17754,4244,644,115
42,6404b87a40df800e34a87fbf,2023-01-02 21:45:05,Vijay,https://twitter.com/Vijay/status/1610029439181803520,17754,4244,644,115
43,6404b87a40df800e34a87fc0,2023-01-02 21:42:31,Vijay,https://twitter.com/Vijay/status/1610028790335541248,17754,4244,644,115
44,6404b87a40df800e34a87fc1,2023-01-02 07:54:37,Vijay,https://twitter.com/Vijay/status/1609820445636964357,17754,4244,644,115
45,6404b87a40df800e34a87fc2,2022-12-31 08:57:08,Vijay,https://twitter.com/Vijay/status/1609111402387738626,17754,4244,644,115
46,6404b87a40df800e34a87fc3,2022-12-29 21:16:38,Vijay,https://twitter.com/Vijay/status/1608572726939389954,17754,4244,644,115
47,6404b87a40df800e34a87fc4,2022-12-29 21:15:58,Vijay,https://twitter.com/Vijay/status/1608572557422366720,17754,4244,644,115
48,6404b87a40df800e34a87fc5,2022-12-29 18:15:19,Vijay,https://twitter.com/Vijay/status/1608527094950268933,17754,4244,644,115
49,6404b87a40df800e34a87fc6,2022-12-29 18:09:51,Vijay,https://twitter.com/Vijay/status/1608525722666283008,17754,4244,644,115
50,6404b87a40df800e34a87fc7,2022-12-29 15:56:53,Vijay,https://twitter.com/Vijay/status/1608492260446056450,17754,4244,644,115
51,6404b87a40df800e34a87fc8,2022-12-28 03:53:05,Vijay,https://twitter.com/Vijay/status/1607947721104850946,17754,4244,644,115
52,6404b87b40df800e34a87fc9,2022-12-28 03:38:12,Vijay,https://twitter.com/Vijay/status/1607943974354063360,17754,4244,644,115
53,6404b87b40df800e34a87fca,2022-12-28 02:07:11,Vijay,https://twitter.com/Vijay/status/1607921070585282560,17754,4244,644,115
54,6404b87b40df800e34a87fcb,2022-12-27 05:24:05,Vijay,https://twitter.com/Vijay/status/1607608233195376642,17754,4244,644,115
55,6404b87b40df800e34a87fcc,2022-12-26 11:09:37,Vijay,https://twitter.com/Vijay/status/1607332801174700032,17754,4244,644,115
56,6404b87b40df800e34a87fcd,2022-12-22 01:27:53,Vijay,https://twitter.com/Vijay/status/1605736853734592512,17754,4244,644,115
57,6404b87b40df800e34a87fce,2022-12-22 01:26:11,Vijay,https://twitter.com/Vijay/status/1605736426527653888,17754,4244,644,115
58,6404b87b40df800e34a87fcf,2022-12-22 01:24:35,Vijay,https://twitter.com/Vijay/status/1605736023304052736,17754,4244,644,115
59,6404b87b40df800e34a87fd0,2022-12-22 01:20:33,Vijay,https://twitter.com/Vijay/status/1605735007829778432,17754,4244,644,115
60,6404b87c40df800e34a87fd1,2022-12-19 17:08:18,Vijay,https://twitter.com/Vijay/status/1604886353111441408,17754,4244,644,115
61,6404b87c40df800e34a87fd2,2022-12-19 17:07:38,Vijay,https://twitter.com/Vijay/status/1604886184974372864,17754,4244,644,115
62,6404b87c40df800e34a87fd3,2022-12-18 19:13:36,Vijay,https://twitter.com/Vijay/status/1604555495770976256,17754,4244,644,115
63,6404b87c40df800e34a87fd4,2022-12-18 13:44:44,Vijay,https://twitter.com/Vijay/status/1604472737413545985,17754,4244,644,115
64,6404b87c40df800e34a87fd5,2022-12-18 11:27:01,Vijay,https://twitter.com/Vijay/status/1604438079204311040,17754,4244,644,115
65,6404b87c40df800e34a87fd6,2022-12-18 09:14:51,Vijay,https://twitter.com/Vijay/status/1604404817958383617,17754,4244,644,115
66,6404b87c40df800e34a87fd7,2022-12-17 18:50:05,Vijay,https://twitter.com/Vijay/status/1604187193521541121,17754,4244,644,115
67,6404b87c40df800e34a87fd8,2022-12-17 16:38:33,Vijay,https://twitter.com/Vijay/status/1604154091105529857,17754,4244,644,115
68,6404b87c40df800e34a87fd9,2022-12-17 08:30:02,Vijay,https://twitter.com/Vijay/status/1604031151332823040,17754,4244,644,115
69,6404b87c40df800e34a87fda,2022-12-15 16:20:16,Vijay,https://twitter.com/Vijay/status/1603424713601974282,17754,4244,644,115
70,6404b87c40df800e34a87fdb,2022-12-15 07:10:26,Vijay,https://twitter.com/Vijay/status/1603286343773147136,17754,4244,644,115
71,6404b87c40df800e34a87fdc,2022-12-14 19:24:11,Vijay,https://twitter.com/Vijay/status/1603108608941510656,17754,4244,644,115
72,6404b87c40df800e34a87fdd,2022-12-14 13:15:24,Vijay,https://twitter.com/Vijay/status/1603015801593888768,17754,4244,644,115
73,6404b87c40df800e34a87fde,2022-12-14 09:30:57,Vijay,https://twitter.com/Vijay/status/1602959318466584578,17754,4244,644,115
74,6404b87c40df800e34a87fdf,2022-12-14 04:51:02,Vijay,https://twitter.com/Vijay/status/1602888872215678978,17754,4244,644,115
75,6404b87c40df800e34a87fe0,2022-12-14 01:53:19,Vijay,https://twitter.com/Vijay/status/1602844151858565120,17754,4244,644,115
76,6404b87c40df800e34a87fe1,2022-12-13 19:36:55,Vijay,https://twitter.com/Vijay/status/1602749425956241408,17754,4244,644,115
77,6404b87c40df800e34a87fe2,2022-12-13 18:58:56,Vijay,https://twitter.com/Vijay/status/1602739868970647554,17754,4244,644,115
78,6404b87c40df800e34a87fe3,2022-12-13 10:28:28,Vijay,https://twitter.com/Vijay/status/1602611404191989762,17754,4244,644,115
79,6404b87c40df800e34a87fe4,2022-12-13 09:55:40,Vijay,https://twitter.com/Vijay/status/1602603150183202816,17754,4244,644,115
80,6404b87d40df800e34a87fe5,2022-12-13 07:55:26,Vijay,https://twitter.com/Vijay/status/1602572892557828097,17754,4244,644,115
81,6404b87d40df800e34a87fe6,2022-12-13 07:54:06,Vijay,https://twitter.com/Vijay/status/1602572557110091777,17754,4244,644,115
82,6404b87d40df800e34a87fe7,2022-12-13 06:04:57,Vijay,https://twitter.com/Vijay/status/1602545085987577856,17754,4244,644,115
83,6404b87d40df800e34a87fe8,2022-12-13 06:04:16,Vijay,https://twitter.com/Vijay/status/1602544915824582656,17754,4244,644,115
84,6404b87d40df800e34a87fe9,2022-12-13 06:02:25,Vijay,https://twitter.com/Vijay/status/1602544451095855104,17754,4244,644,115
85,6404b87d40df800e34a87fea,2022-12-12 15:49:40,Vijay,https://twitter.com/Vijay/status/1602329849523503104,17754,4244,644,115
86,6404b87d40df800e34a87feb,2022-12-12 05:30:47,Vijay,https://twitter.com/Vijay/status/1602174101501935617,17754,4244,644,115
87,6404b87d40df800e34a87fec,2022-12-11 19:49:52,Vijay,https://twitter.com/Vijay/status/1602027909916798976,17754,4244,644,115
88,6404b87d40df800e34a87fed,2022-12-11 19:09:23,Vijay,https://twitter.com/Vijay/status/1602017721201618944,17754,4244,644,115
89,6404b87d40df800e34a87fee,2022-12-10 20:02:49,Vijay,https://twitter.com/Vijay/status/1601668780547244032,17754,4244,644,115
90,6404b87d40df800e34a87fef,2022-12-10 17:10:43,Vijay,https://twitter.com/Vijay/status/1601625469962833922,17754,4244,644,115
91,6404b87d40df800e34a87ff0,2022-12-10 10:37:00,Vijay,https://twitter.com/Vijay/status/1601526387000881152,17754,4244,644,115
92,6404b87d40df800e34a87ff1,2022-12-10 10:33:52,Vijay,https://twitter.com/Vijay/status/1601525600724090881,17754,4244,644,115
93,6404b87d40df800e34a87ff2,2022-12-09 17:11:38,Vijay,https://twitter.com/Vijay/status/1601263314478460928,17754,4244,644,115
94,6404b87d40df800e34a87ff3,2022-12-09 11:01:40,Vijay,https://twitter.com/Vijay/status/1601170206394486784,17754,4244,644,115
95,6404b87d40df800e34a87ff4,2022-12-09 05:58:17,Vijay,https://twitter.com/Vijay/status/1601093858464436224,17754,4244,644,115
96,6404b87d40df800e34a87ff5,2022-12-09 05:52:56,Vijay,https://twitter.com/Vijay/status/1601092513879580672,17754,4244,644,115
97,6404b87d40df800e34a87ff6,2022-12-09 03:24:22,Vijay,https://twitter.com/Vijay/status/1601055126009286656,17754,4244,644,115
98,6404b87d40df800e34a87ff7,2022-12-09 02:56:09,Vijay,https://twitter.com/Vijay/status/1601048022569582595,17754,4244,644,115
99,6404b87d40df800e34a87ff8,2022-12-08 07:50:11,Vijay,https://twitter.com/Vijay/status/1600759630808117248,17754,4244,644,115
